 station_train_code,departure_destination_station,train_number
D3031,宜昌东-上海虹桥,2000D303400
D3032,上海虹桥-汉口,l000D3032C0
D3033,上海虹桥-汉口,l000D3032C0
D3034,宜昌东-上海虹桥,2000D303400
D3041,武昌-上海虹桥,9000D30440G
D3042,上海虹桥-汉口,l000D304273
D3043,上海虹桥-汉口,l000D304273
D3044,武昌-上海虹桥,9000D30440G
D3045,武昌-上海虹桥,9000D30480F
D3046,上海虹桥-汉口,l000D3046B0
D3047,上海虹桥-汉口,l000D3046B0
D3048,武昌-上海虹桥,9000D30480F
D3055,南充北-上海虹桥,6000D305800
D3056,上海虹桥-南充北,l000D305680
D3057,上海虹桥-南充北,l000D305680
D3058,南充北-上海虹桥,6000D305800
D3059,汉口-嘉兴南,9000D306200
D3060,上海南-汉口,5000D306000
D3061,上海南-汉口,5000D306000
D3062,汉口-嘉兴南,9000D306200
D3063,汉口-上海南,9000D306600
D3064,上海南-汉口,5000D306400
D3065,上海南-汉口,5000D306400
D3066,汉口-上海南,9000D306600
D3067,汉口-上海南,9000D307030
D3068,上海南-汉口,5000D306800
D3069,上海南-汉口,5000D306800
D3070,汉口-上海南,9000D307030
D3071,重庆北-上海南,7000D307400
D3072,上海南-重庆北,5000D307200
D3073,上海南-重庆北,5000D307200
D3074,重庆北-上海南,7000D307400
D3081,南京南-宜昌东,l000D308160
D3082,宜昌东-南京南,2000D30820E
D3083,南京南-襄阳,l000D308330
D3084,襄阳-南京南,2000D308409
D3089,汉口-上海虹桥,9000D30920B
D3090,上海虹桥-汉口,l000D309060
D3091,上海虹桥-汉口,l000D309060
D3092,汉口-上海虹桥,9000D30920B
D3101,上海虹桥-福州,l000D310182
D3102,福州-上海虹桥,8000D31020O
D3103,上海虹桥-福州南,l000D310362
D3104,莆田-上海虹桥,n000D31040B
D3107,上海虹桥-深圳北,l000D3107G0
D3108,深圳北-上海虹桥,i000D31080E
D3109,温州南-福州,j000D310961
D3110,福州-温州南,8000D31100B
D3111,杭州东-深圳北,6000D3111D0
D3112,深圳北-杭州东,i000D31120A
D3125,南京-深圳北,4000D312540
D3126,深圳北-南京,i000D312608
D3131,上海虹桥-龙岩,l000D313170
D3132,龙岩-上海虹桥,c000D31330H
D3133,龙岩-上海虹桥,c000D31330H
D3134,上海虹桥-龙岩,l000D313170
D3135,南京-赣州,4000D3135B0
D3136,赣州-南京,7000D31370D
D3137,赣州-南京,7000D31370D
D3138,南京-赣州,4000D3135B0
D3141,南京-龙岩,4000D314140
D3142,龙岩-南京,c000D31430H
D3143,龙岩-南京,c000D31430H
D3144,南京-龙岩,4000D314140
D3145,上海虹桥-赣州,l000D314560
D3146,赣州-上海虹桥,7000D314708
D3147,赣州-上海虹桥,7000D314708
D3148,上海虹桥-赣州,l000D314560
D3151,汉口-南通,9000D315404
D3152,南通-汉口,f000D315220
D3153,南通-汉口,f000D315220
D3154,汉口-南通,9000D315404
D3155,汉口-南通,9000D315810
D3156,南通-汉口,f000D315630
D3157,南通-汉口,f000D315630
D3158,汉口-南通,9000D315810
D3165,杭州东-龙岩,6000D316511
D3166,龙岩-杭州东,c000D31670A
D3167,龙岩-杭州东,c000D31670A
D3168,杭州东-龙岩,6000D316511
D3169,杭州东-福州南,6000D316901
D3170,福州南-杭州东,n000D317005
D3171,杭州东-福州南,6000D317100
D3172,福州南-杭州东,n000D317200
D3201,上海虹桥-厦门北,l000D3201B0
D3202,厦门北-上海虹桥,n000D32020H
D3205,上海虹桥-厦门北,l000D3205C2
D3206,厦门北-上海虹桥,n000D32060E
D3211,湖州-厦门北,6000D321100
D3212,厦门北-湖州,n000D321208
D3213,宁波-厦门,e000D321300
D3214,厦门北-宁波,n000D321420
D3215,宁波-厦门北,e000D321521
D3216,厦门北-宁波,n000D32160J
D3217,杭州东-厦门北,6000D321780
D3218,厦门-杭州东,8000D321810
D3219,宁波-厦门北,e000D321931
D3220,厦门北-宁波,n000D32200D
D3222,南昌西-武汉,u000D322207
D3223,武汉-南昌,e000D322304
D3226,南昌-武汉,7000D32260B
D3227,武汉-南昌西,e000D322703
D3229,杭州东-福州南,6000D322900
D3230,福州南-杭州东,n000D323000
D3233,杭州东-厦门,6000D323330
D3234,厦门-杭州东,8000D323408
D3235,南京南-福州南,l000D323501
D3236,福州南-南京南,n000D323606
D3237,厦门北-南京南,n000D324001
D3238,南京南-厦门北,l000D323900
D3239,南京南-厦门北,l000D323900
D3240,厦门北-南京南,n000D324001
D3241,武汉-南昌西,e000D324106
D3242,南昌西-武汉,u000D324209
D3245,武汉-南昌,e000D324507
D3246,南昌西-武汉,u000D324608
D3255,宜昌东-南昌西,2000D325809
D3256,南昌-宜昌东,7000D325608
D3257,南昌-宜昌东,7000D325608
D3258,宜昌东-南昌西,2000D325809
D3261,福州-汉口,8000D326408
D3262,汉口-福州,9000D326208
D3263,汉口-福州,9000D326208
D3264,福州-汉口,8000D326408
D3265,武汉-福州,e000D32650E
D3266,福州-武汉,8000D32660I
D3271,厦门北-汉口,n000D32740E
D3272,汉口-厦门北,9000D327205
D3273,汉口-厦门北,9000D327205
D3274,厦门北-汉口,n000D32740E
D3275,厦门北-汉口,n000D32780E
D3276,汉口-厦门北,9000D32760A
D3277,汉口-厦门北,9000D32760A
D3278,厦门北-汉口,n000D32780E
D3281,武汉-景德镇北,e000D328102
D3282,景德镇北-武汉,7000D328302
D3283,景德镇北-武汉,7000D328302
D3284,武汉-景德镇北,e000D328102
D3285,厦门北-宜昌东,n000D328810
D3288,厦门北-宜昌东,n000D328810
D3289,武汉-厦门北,e000D328901
D3290,厦门北-武汉,n000D329005
D3291,上海虹桥-龙岩,l000D329131
D3292,龙岩-上海虹桥,c000D329308
D3293,龙岩-上海虹桥,c000D329308
D3294,上海虹桥-龙岩,l000D329131
D3295,南京南-龙岩,l000D329541
D3296,龙岩-南京南,c000D32970B
D3297,龙岩-南京南,c000D32970B
D3298,南京南-龙岩,l000D329541
D3301,宁波-南昌西,e000D330150
D3302,南昌西-宁波,u000D330306
D3303,南昌西-宁波,u000D330306
D3304,宁波-南昌西,e000D330150
D3305,宁波-厦门北,e000D330560
D3306,厦门北-宁波,n000D33060F
D3307,杭州东-深圳北,6000D330720
D3308,深圳北-杭州东,i000D330800
D3323,上海虹桥-景德镇北,l000D332340
D3324,景德镇北-上海虹桥,7000D332407
D3333,福州南-深圳北,n000D33330E
D3334,深圳北-福州南,i000D333404
D3335,福州南-深圳北,n000D333510
D3336,深圳北-福州南,i000D333601
D3337,福州南-深圳北,n000D333706
D3338,深圳北-福州南,i000D333806
D3339,福州南-深圳北,n000D33390K
D3340,深圳北-福州南,i000D33400A
D3395,汉口-杭州东,9000D339800
D3396,杭州东-汉口,6000D339701
D3397,杭州东-汉口,6000D339701
D3398,汉口-杭州东,9000D339800
D3561,贵阳北-北海,8000D356106
D3563,贵阳北-北海,8000D356305
D3564,梧州南-贵阳北,1000D356408
D3567,贵阳北-梧州南,8000D356707
D3568,北海-贵阳北,3000D356808
D3570,北海-贵阳北,3000D357008
D3571,贵阳北-南宁东,8000D357103
D3572,南宁东-贵阳北,1000D357203
D3601,梧州南-广州南,1000D360103
D3602,广州南-南宁东,c000D360208
D3603,南宁东-广州南,1000D36030G
D3604,广州南-南宁东,c000D360404
D3605,南宁东-广州南,1000D36050B
D3606,广州南-南宁东,c000D36060B
D3607,南宁东-广州南,1000D36070A
D3608,珠海-南宁东,e000D360800
D3609,南宁东-广州南,1000D360909
D3610,广州南-南宁东,c000D36100A
D3612,广州南-南宁东,c000D361203
D3613,南宁东-广州南,1000D361306
D3614,广州南-南宁东,c000D361408
D3616,广州南-南宁东,c000D361606
D3618,广州南-南宁东,c000D36180A
D3619,南宁东-广州南,1000D361908
D3620,广州南-南宁东,c000D362003
D3621,南宁东-广州南,1000D36210B
D3623,南宁东-广州南,1000D362308
D3624,广州南-南宁东,c000D362406
D3625,南宁东-广州南,1000D362500
D3627,南宁东-广州南,1000D36270B
D3628,广州南-南宁东,c000D362807
D3629,南宁东-广州南,1000D362907
D3630,广州南-南宁东,c000D363006
D3631,南宁东-广州南,1000D363106
D3633,南宁东-广州南,1000D363301
D3634,广州南-南宁东,c000D363409
D3635,南宁东-广州南,1000D363505
D3636,广州南-南宁东,c000D363607
D3637,南宁东-珠海,1000D363710
D3638,广州南-南宁东,c000D363804
D3639,南宁东-广州南,1000D363908
D3640,广州南-南宁东,c000D36400C
D3641,南宁东-广州南,1000D364108
D3642,广州南-南宁东,c000D364204
D3643,南宁东-广州南,1000D364305
D3644,广州南-梧州南,c000D364403
D3645,南宁东-广州南,1000D364510
D3677,广州-南宁东,3000D367707
D3678,南宁东-广州,1000D367909
D3679,南宁东-广州,1000D367909
D3680,广州-南宁东,3000D367707
D3701,北海-广州南,3000D370401
D3704,北海-广州南,3000D370401
D3705,北海-广州南,3000D370807
D3706,广州南-北海,c000D37060A
D3707,广州南-北海,c000D37060A
D3708,北海-广州南,3000D370807
D3709,北海-广州南,3000D371208
D3710,广州南-北海,c000D371005
D3711,广州南-北海,c000D371005
D3712,北海-广州南,3000D371208
D3714,广州南-北海,c000D37140A
D3715,广州南-北海,c000D37140A
D3717,北海-广州南,3000D372005
D3720,北海-广州南,3000D372005
D3721,北海-广州南,3000D372406
D3722,广州南-北海,c000D372205
D3723,广州南-北海,c000D372205
D3724,北海-广州南,3000D372406
D3725,北海-广州南,3000D372807
D3726,广州南-北海,c000D372606
D3727,广州南-北海,c000D372606
D3728,北海-广州南,3000D372807
D3730,广州南-北海,c000D373000
D3731,广州南-北海,c000D373000
D3733,北海-广州南,3000D37360O
D3734,广州南-北海,c000D37340H
D3735,广州南-北海,c000D37340H
D3736,北海-广州南,3000D37360O
D3737,北海-广州南,3000D37400D
D3738,广州南-北海,c000D37380B
D3739,广州南-北海,c000D37380B
D3740,北海-广州南,3000D37400D
D3742,广州南-北海,c000D374201
D3743,广州南-北海,c000D374201
D3751,柳州-广州南,1000D37510A
D3752,广州南-柳州,c000D375207
D3753,柳州-广州南,1000D37530A
D3754,广州南-柳州,c000D375405
D3755,柳州-广州南,1000D375506
D3756,广州南-柳州,c000D375605
D3757,柳州-广州南,1000D375706
D3758,广州南-柳州,c000D375808
D3759,柳州-广州南,1000D375906
D3760,广州南-柳州,c000D376007
D3761,柳州-广州南,1000D37610B
D3762,广州南-桂林北,c000D37620B
D3763,柳州-广州南,1000D376303
D3764,广州南-柳州,c000D376406
D3781,百色-广州南,1000D378406
D3782,广州南-百色,c000D378204
D3783,广州南-百色,c000D378204
D3784,百色-广州南,1000D378406
D3785,百色-广州南,1000D378805
D3786,广州南-百色,c000D378604
D3787,广州南-百色,c000D378604
D3788,百色-广州南,1000D378805
D3789,百色-广州南,1000D379205
D3790,广州南-百色,c000D379000
D3791,广州南-百色,c000D379000
D3792,百色-广州南,1000D379205
D3793,百色-广州南,1000D379601
D3796,百色-广州南,1000D379601
D3801,昆明南-广州南,0000D380410
D3802,广州南-大理,c000D380206
D3803,广州南-大理,c000D380206
D3804,昆明南-广州南,0000D380410
D3806,广州南-昆明南,c000D380606
D3807,广州南-昆明南,c000D380606
D3809,昆明南-珠海,0000D381205
D3810,广州南-大理,c000D381004
D3811,广州南-大理,c000D381004
D3812,昆明南-珠海,0000D381205
D3813,昆明南-广州南,0000D381607
D3816,昆明南-广州南,0000D381607
D3817,昆明南-广州南,0000D382005
D3818,广州南-大理,c000D381807
D3819,广州南-大理,c000D381807
D3820,昆明南-广州南,0000D382005
D3821,昆明南-广州南,0000D382406
D3822,广州南-昆明南,c000D382205
D3823,广州南-昆明南,c000D382205
D3824,昆明南-广州南,0000D382406
D3825,昆明南-广州南,0000D382807
D3826,广州南-昆明南,c000D382608
D3827,广州南-昆明南,c000D382608
D3828,昆明南-广州南,0000D382807
D3829,昆明南-广州南,0000D383207
D3830,广州南-昆明南,c000D383007
D3831,广州南-昆明南,c000D383007
D3832,昆明南-广州南,0000D383207
D3837,昆明南-广州南,0000D384005
D3838,广州南-昆明南,c000D383801
D3839,广州南-昆明南,c000D383801
D3840,昆明南-广州南,0000D384005
D3841,大理-广州南,c000D384402
D3842,珠海-昆明南,e000D384200
D3843,珠海-昆明南,e000D384200
D3844,大理-广州南,c000D384402
D3846,广州南-昆明南,c000D384605
D3847,广州南-昆明南,c000D384605
D3849,大理-广州南,c000D385202
D3850,广州南-昆明南,c000D385002
D3851,广州南-昆明南,c000D385002
D3852,大理-广州南,c000D385202
D3853,大理-广州南,c000D385602
D3856,大理-广州南,c000D385602
D3857,昆明南-广州南,0000D386010
D3858,广州南-昆明南,c000D385806
D3859,广州南-昆明南,c000D385806
D3860,昆明南-广州南,0000D386010
D3862,广州南-昆明南,c000D386208
D3863,广州南-昆明南,c000D386208
D3903,桂林北-昆明南,1000D390300
D3904,昆明南-桂林北,0000D390400
D3905,柳州-昆明南,1000D390500
D3906,昆明南-桂林北,0000D390600
D3910,昆明南-南宁东,0000D391000
D3922,北海-昆明南,3000D392200
D3923,北海-昆明南,3000D392200
D3925,昆明南-北海,0000D392810
D3928,昆明南-北海,0000D392810
D3931,大理-衡阳东,c000D393400
D3932,南宁东-大理,1000D393300
D3933,南宁东-大理,1000D393300
D3934,大理-衡阳东,c000D393400
D3935,大理-北海,c000D393800
D3936,柳州-大理,1000D393700
D3937,柳州-大理,1000D393700
D3938,大理-北海,c000D393800
D3940,桂林北-丽江,1000D394110
D3941,桂林北-丽江,1000D394110
D3942,丽江-桂林北,c000D394200
D3943,大理-桂林北,c000D394600
D3946,大理-桂林北,c000D394600
D3948,桂林北-大理,1000D394900
D3949,桂林北-大理,1000D394900
D3956,北海-大理,3000D395606
D3957,北海-大理,3000D395606
D3958,大理-柳州,c000D395800
D3960,衡阳东-大理,c000D396100
D3961,衡阳东-大理,c000D396100
D3962,大理-南宁东,c000D396200
D4061,西安北-兰州西,f000D40610J
D4062,兰州西-西安北,d000D406260
D4063,西安北-兰州西,f000D40630K
D4064,兰州西-西安北,d000D406450
D4651,宁波-武夷山东,e000D465164
D4652,武夷山东-宁波,y000D46531M
D4653,武夷山东-宁波,y000D46531M
D4654,宁波-武夷山东,e000D465164
D5027,重庆北-阆中,7000D502700
D5028,阆中-重庆北,6000D502800
D5031,重庆北-广元,7000D503100
D5032,广元-重庆北,6000D503200
D5033,重庆北-广元,7000D503300
D5034,广元-重庆北,6000D503400
D5081,延安-西安北,a000D50810I
D5082,西安北-延安,f000D508208
D5083,延安-西安北,a000D50830H
D5086,西安北-延安,f000D508608
D5087,延安-西安北,a000D50870C
D5092,西安北-延安,f000D509211
D5093,延安-西安北,a000D509305
D5094,西安北-延安,f000D509425
D5102,成都东-丰都,6000D51020K
D5103,重庆西-成都东,7000D51030J
D5104,成都东-重庆西,6000D510421
D5105,重庆北-成都东,7000D510510
D5113,成都东-南部,6000D51160Z
D5114,南部-成都东,6000D51140Q
D5115,南部-成都东,6000D51140Q
D5116,成都东-南部,6000D51160Z
D5117,重庆北-遂宁,7000D51170A
D5118,遂宁-重庆北,m000D511810
D5121,成都东-苍溪,6000D51240O
D5122,苍溪-成都东,6000D51220O
D5123,苍溪-成都东,6000D51220O
D5124,成都东-苍溪,6000D51240O
D5125,成都东-阆中,6000D51280U
D5126,阆中-成都东,6000D51260C
D5127,阆中-成都东,6000D51260C
D5128,成都东-阆中,6000D51280U
D5134,广元-成都东,6000D51340Y
D5135,广元-成都东,6000D51340Y
D5137,营山-重庆北,m000D513702
D5138,重庆北-营山,7000D513908
D5139,重庆北-营山,7000D513908
D5140,营山-重庆北,m000D513702
D5141,重庆北-合川,7000D51410D
D5142,合川-重庆北,7000D514206
D5143,重庆北-合川,7000D51430F
D5144,合川-重庆北,7000D514403
D5145,重庆北-潼南,7000D514570
D5146,潼南-重庆北,7000D514620
D5147,重庆北-潼南,7000D514709
D5148,潼南-重庆北,7000D514802
D5150,营山-广安南,m000D515103
D5151,营山-广安南,m000D515103
D5152,南充-达州,m000D515208
D5153,营山-成都,m000D515303
D5154,成都-营山,6000D515405
D5156,成都东-营山,6000D515605
D5158,武胜-成都东,6000D515905
D5159,武胜-成都东,6000D515905
D5160,成都东-武胜,6000D516003
D5161,南充-成都东,m000D516106
D5162,成都-南充,6000D516206
D5171,广安南-成都东,7000D517107
D5172,成都东-广安南,6000D51720A
D5173,广安南-成都东,7000D517308
D5174,成都东-广安南,6000D51740O
D5175,广安南-成都东,7000D517504
D5176,成都东-广安南,6000D517605
D5177,广安南-成都东,7000D517703
D5178,成都东-广安南,6000D517804
D5179,广安南-成都东,7000D517907
D5180,成都东-广安南,6000D518005
D5181,达州-成都东,7000D518108
D5182,成都东-达州,6000D518200
D5184,成都东-达州,6000D518410
D5185,达州-成都东,7000D51850A
D5187,达州-成都东,7000D51870Z
D5188,成都东-达州,6000D518808
D5190,成都东-达州,6000D51900X
D5191,达州-成都东,7000D51910H
D5192,成都东-达州,6000D519209
D5193,达州-成都东,7000D519310
D5194,成都东-达州,6000D519406
D5195,达州-成都东,7000D51950Q
D5196,成都东-达州,6000D51960R
D5197,达州-成都东,7000D51970L
D5199,达州-成都,7000D519908
D5206,武汉-襄阳东,e000D520600
D5207,武汉-襄阳东,e000D520600
D5211,襄阳-黄冈东,2000D521406
D5212,阳新-襄阳,9000D521200
D5213,阳新-襄阳,9000D521200
D5214,襄阳-黄冈东,2000D521406
D5215,襄阳-武汉,2000D52180A
D5218,襄阳-武汉,2000D52180A
D5221,襄阳东-武汉,2000D522420
D5222,黄冈东-襄阳东,9000D522200
D5223,黄冈东-襄阳东,9000D522200
D5224,襄阳东-武汉,2000D522420
D5225,十堰-武汉,2000D522800
D5226,武汉-十堰,e000D522601
D5227,武汉-十堰,e000D522601
D5228,十堰-武汉,2000D522800
D5233,汉口-襄阳,9000D523300
D5234,襄阳-汉口,2000D523410
D5235,汉口-襄阳,9000D523500
D5241,汉口-十堰,9000D524100
D5242,十堰-汉口,2000D524200
D5243,汉口-十堰,9000D524302
D5244,十堰-汉口,2000D52440J
D5246,十堰-汉口,2000D524630
D5250,襄阳-汉口,2000D525020
D5251,汉口-襄阳,9000D52510D
D5252,襄阳-汉口,2000D52520C
D5253,汉口-襄阳,9000D525310
D5254,襄阳-汉口,2000D525420
D5271,襄阳-武昌,2000D527420
D5272,武昌-襄阳,9000D527200
D5273,武昌-襄阳,9000D527200
D5274,襄阳-武昌,2000D527420
D5275,襄阳-武昌,2000D527820
D5276,武昌-襄阳,9000D527610
D5277,武昌-襄阳,9000D527610
D5278,襄阳-武昌,2000D527820
D5282,武昌-十堰,9000D528200
D5283,武昌-十堰,9000D528200
D5291,襄阳-武昌,2000D529410
D5294,襄阳-武昌,2000D529410
D5303,怀仁东-运城北,8000D530302
D5305,原平西-运城北,7000D530521
D5306,太原南-怀仁东,7000D530622
D5307,原平西-太原南,7000D530731
D5308,运城北-原平西,7000D530812
D5312,运城北-太原南,7000D531230
D5314,运城北-太原南,7000D531407
D5317,太原南-运城北,7000D5317A1
D5318,运城北-太原南,7000D531823
D5319,太原南-永济北,7000D531912
D5320,运城北-太原南,7000D532095
D5321,太原南-运城北,7000D532122
